U_up,U_low
0.18,0.153
0.18,0.153
0.18,0.153
0.18,0.153
0.18,0.153
0.18,0.153
0.18,0.153
0.18,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.179,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.178,0.153
0.177,0.154
0.177,0.154
0.176,0.154
0.175,0.154
0.174,0.155
0.173,0.155
0.173,0.156
0.172,0.156
0.171,0.156
0.17,0.157
0.169,0.157
0.168,0.158
0.167,0.159
0.166,0.159
0.165,0.16
0.164,0.161
0.163,0.161
0.158,0.163
0.156,0.164
0.156,0.166
0.155,0.166
0.156,0.167
0.158,0.167
0.16,0.166
0.162,0.166
0.162,0.165
0.163,0.165
0.163,0.165
0.164,0.165
0.164,0.165
0.165,0.164
0.161,0.165
0.163,0.165
0.174,0.162
0.176,0.161
0.178,0.16
0.176,0.159
0.175,0.159
0.176,0.16
0.178,0.159
0.179,0.158
0.181,0.158
0.178,0.158
0.175,0.159
0.175,0.159
0.177,0.16
0.178,0.159
0.18,0.159
0.181,0.158
0.182,0.157
0.183,0.157
0.183,0.156
0.184,0.156
0.184,0.156
0.183,0.155
0.184,0.155
0.184,0.155
0.182,0.154
0.182,0.154
0.183,0.154
0.183,0.153
0.183,0.153
0.183,0.153
0.183,0.153
0.182,0.153
0.182,0.153
0.182,0.153
0.181,0.153
0.181,0.153
0.18,0.153
0.18,0.153
0.179,0.153
0.179,0.153
0.179,0.154
0.179,0.154
0.178,0.154
0.178,0.154
0.178,0.154
0.178,0.154
0.177,0.154
0.178,0.154
0.177,0.154
0.177,0.154
0.177,0.154
0.177,0.154
0.177,0.154
0.177,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.154
0.176,0.153
0.176,0.154
0.176,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.174,0.154
0.174,0.154
0.174,0.154
0.174,0.154
0.174,0.155
0.174,0.154
0.174,0.154
0.174,0.154
0.173,0.154
0.173,0.155
0.173,0.154
0.173,0.154
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.172,0.155
0.172,0.155
0.172,0.156
0.172,0.156
0.171,0.156
0.171,0.156
0.17,0.157
0.17,0.157
0.169,0.157
0.168,0.158
0.168,0.159
0.167,0.159
0.167,0.159
0.166,0.16
0.165,0.161
0.164,0.161
0.165,0.161
0.165,0.161
0.164,0.161
0.167,0.161
0.169,0.16
0.168,0.16
0.169,0.16
0.169,0.16
0.169,0.159
0.169,0.16
0.169,0.16
0.169,0.16
0.169,0.16
0.169,0.16
0.169,0.16
0.167,0.16
0.167,0.161
0.169,0.16
0.169,0.16
0.17,0.16
0.17,0.16
0.17,0.16
0.17,0.16
0.173,0.159
0.172,0.159
0.172,0.159
0.178,0.158
0.178,0.156
0.179,0.156
0.178,0.155
0.177,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.176,0.156
0.177,0.155
0.178,0.156
0.178,0.155
0.179,0.155
0.179,0.154
0.179,0.154
0.179,0.154
0.179,0.154
0.179,0.154
0.179,0.154
0.179,0.154
0.178,0.154
0.178,0.154
0.177,0.155
0.177,0.154
0.177,0.154
0.176,0.155
0.176,0.155
0.176,0.155
0.176,0.155
0.176,0.155
0.176,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.155
0.175,0.154
0.175,0.155
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.175,0.154
0.174,0.155
0.174,0.154
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.155
0.174,0.154
0.174,0.154
0.174,0.154
0.174,0.155
0.174,0.154
0.174,0.155
0.173,0.154
0.174,0.154
0.174,0.155
0.173,0.154
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.154
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.173,0.155
0.172,0.155
0.172,0.155
0.172,0.155
0.171,0.156
0.17,0.156
0.169,0.157
0.168,0.158
0.169,0.157
0.169,0.157
0.169,0.158
0.17,0.157
0.169,0.157
0.169,0.158
0.168,0.158
0.169,0.158
0.169,0.159
0.169,0.159
0.169,0.159
0.169,0.159
0.169,0.159
0.169,0.159
0.169,0.159
0.168,0.159
0.168,0.159
0.168,0.16
0.167,0.16
0.165,0.161
0.165,0.161
0.166,0.162
0.166,0.162
0.166,0.161
0.166,0.161
0.167,0.161
0.167,0.161
0.167,0.162
0.166,0.162
0.166,0.163
0.167,0.162
0.167,0.162
0.167,0.162
0.168,0.162
0.166,0.163
0.165,0.163
0.165,0.163
0.167,0.162
0.168,0.161
0.169,0.161
0.169,0.16
0.17,0.16
0.17,0.159
0.171,0.159
0.171,0.159
0.171,0.158
0.172,0.158
0.172,0.158
0.172,0.157
0.172,0.157
0.173,0.157
0.173,0.157
0.173,0.156
0.173,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.17,0.156
0.17,0.156
0.17,0.157
0.17,0.156
0.17,0.157
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.17,0.155
0.17,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.155
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.169,0.156
0.168,0.156
0.168,0.156
0.167,0.157
0.167,0.157
0.167,0.158
0.166,0.158
0.166,0.158
0.166,0.159
0.165,0.159
0.165,0.159
0.164,0.16
0.164,0.16
0.165,0.16
0.164,0.161
0.164,0.162
0.163,0.162
0.16,0.163
0.158,0.165
0.158,0.166
0.157,0.166
0.158,0.167
0.157,0.167
0.159,0.168
0.161,0.166
0.162,0.166
0.161,0.166
0.161,0.166
0.161,0.166
0.161,0.166
0.162,0.165
0.16,0.165
0.159,0.166
0.163,0.166
0.164,0.165
0.164,0.166
0.166,0.165
0.164,0.165
0.165,0.164
0.169,0.163
0.171,0.163
0.172,0.162
0.173,0.161
0.174,0.161
0.174,0.16
0.175,0.16
0.176,0.159
0.178,0.158
0.18,0.157
0.18,0.156
0.18,0.156
0.179,0.156
0.179,0.156
0.179,0.156
0.177,0.156
0.177,0.156
0.177,0.156
0.176,0.156
0.176,0.156
0.175,0.156
0.175,0.157
0.175,0.156
0.175,0.156
0.174,0.156
0.174,0.156
0.174,0.157
0.174,0.156
0.175,0.156
0.174,0.156
0.174,0.157
0.174,0.156
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.157
0.173,0.156
0.173,0.157
0.172,0.156
0.172,0.157
0.172,0.157
0.173,0.157
0.173,0.156
0.173,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.157
0.172,0.157
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.173,0.156
0.172,0.156
0.173,0.155
0.172,0.156
0.172,0.155
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.155
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.172,0.156
0.171,0.155
0.171,0.155
0.172,0.156
0.171,0.155
0.171,0.155
0.171,0.155
0.171,0.155
0.171,0.156
0.171,0.155
0.171,0.155
0.171,0.156
0.171,0.156
0.171,0.156
0.171,0.156
0.17,0.156
0.17,0.156
0.17,0.156
0.169,0.156
0.168,0.157
0.168,0.157
0.168,0.158
0.167,0.158
0.17,0.158
0.17,0.157
0.169,0.157
0.169,0.158
0.168,0.157
0.167,0.159
0.166,0.159
0.166,0.159
0.163,0.161
0.161,0.162
0.162,0.162
0.162,0.163
0.162,0.163
0.163,0.163
0.164,0.163
0.166,0.163
0.165,0.162
0.165,0.161
0.166,0.162
0.167,0.161
0.167,0.16
0.167,0.161
0.166,0.161
0.165,0.161
0.166,0.161
0.161,0.163
0.157,0.167
0.16,0.166
0.16,0.165
0.16,0.166
0.162,0.166
0.164,0.165
0.166,0.165
0.169,0.163
0.171,0.163
0.172,0.163
0.172,0.162
0.175,0.161
0.177,0.16
0.177,0.159
0.177,0.159
0.177,0.158
0.177,0.158
0.176,0.158
0.177,0.158
0.176,0.158
0.177,0.158
0.177,0.157
0.177,0.157
0.177,0.157
0.177,0.157
0.176,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.174,0.157
0.173,0.157
0.172,0.157
0.172,0.157
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.157
0.172,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.172,0.157
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.171,0.158
0.171,0.158
0.171,0.158
0.172,0.159
0.171,0.158
0.171,0.158
0.171,0.158
0.171,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.158
0.172,0.158
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.157
0.171,0.157
0.171,0.157
0.171,0.158
0.171,0.157
0.171,0.157
0.171,0.157
0.171,0.158
0.17,0.158
0.169,0.158
0.169,0.159
0.168,0.159
0.168,0.159
0.168,0.16
0.167,0.16
0.167,0.16
0.167,0.16
0.166,0.16
0.166,0.161
0.165,0.162
0.165,0.162
0.164,0.163
0.164,0.164
0.163,0.164
0.161,0.165
0.16,0.166
0.159,0.167
0.159,0.167
0.159,0.168
0.159,0.168
0.161,0.168
0.163,0.167
0.164,0.167
0.163,0.167
0.164,0.166
0.166,0.166
0.167,0.165
0.167,0.165
0.166,0.165
0.166,0.166
0.166,0.165
0.167,0.165
0.167,0.165
0.167,0.165
0.166,0.165
0.167,0.165
0.168,0.165
0.169,0.164
0.17,0.164
0.171,0.163
0.172,0.163
0.172,0.162
0.172,0.162
0.172,0.162
0.172,0.162
0.172,0.162
0.173,0.162
0.174,0.161
0.174,0.161
0.175,0.16
0.176,0.16
0.177,0.159
0.177,0.159
0.178,0.158
0.178,0.158
0.178,0.157
0.178,0.157
0.178,0.157
0.178,0.157
0.178,0.157
0.178,0.157
0.177,0.157
0.177,0.157
0.177,0.157
0.177,0.157
0.176,0.157
0.176,0.157
0.176,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.175,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.174,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.173,0.157
0.172,0.157
0.173,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.172,0.157
0.171,0.158
0.171,0.158
0.17,0.158
0.17,0.159
0.169,0.159
0.169,0.159
0.169,0.159
0.168,0.16
0.167,0.16
0.167,0.161
0.166,0.161
0.165,0.162
0.165,0.162
0.164,0.163
0.163,0.164
0.162,0.165
0.16,0.166
0.158,0.167
0.157,0.168
0.156,0.168
0.156,0.169
0.157,0.169
0.157,0.17
0.159,0.17
0.16,0.169
0.16,0.169
0.16,0.169
0.161,0.169
0.161,0.168
0.161,0.168
0.161,0.168
0.161,0.168
0.163,0.167
0.164,0.167
0.162,0.168
0.165,0.168
0.165,0.167
0.166,0.166
0.17,0.165
0.172,0.164
0.172,0.164
0.173,0.164
0.174,0.163
0.175,0.163
0.175,0.162
0.176,0.162
0.177,0.161
0.177,0.161
0.177,0.161
0.177,0.161
0.169,0.152
0.177,0.16
0.178,0.159
0.178,0.159
0.179,0.159
0.179,0.158
0.179,0.158
0.179,0.158
0.179,0.158
0.179,0.157
0.178,0.157
0.178,0.157
0.178,0.158
0.178,0.158
0.177,0.158
0.177,0.158
0.177,0.158
0.177,0.158
0.177,0.158
0.176,0.157
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.159
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.157
0.173,0.158
0.173,0.157
0.173,0.158
0.173,0.157
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.173,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.171,0.159
0.171,0.159
0.17,0.159
0.17,0.159
0.169,0.16
0.169,0.16
0.169,0.16
0.168,0.161
0.167,0.161
0.166,0.162
0.165,0.162
0.164,0.163
0.163,0.164
0.162,0.165
0.16,0.166
0.157,0.168
0.156,0.169
0.155,0.169
0.156,0.17
0.157,0.17
0.156,0.171
0.159,0.171
0.16,0.17
0.161,0.169
0.161,0.169
0.162,0.169
0.161,0.169
0.162,0.169
0.161,0.168
0.162,0.168
0.166,0.168
0.166,0.166
0.164,0.169
0.167,0.168
0.168,0.166
0.167,0.166
0.169,0.166
0.172,0.165
0.173,0.165
0.179,0.164
0.179,0.162
0.178,0.162
0.178,0.162
0.178,0.161
0.176,0.161
0.174,0.162
0.174,0.162
0.175,0.162
0.175,0.162
0.175,0.162
0.176,0.161
0.178,0.16
0.179,0.159
0.179,0.159
0.18,0.158
0.18,0.158
0.18,0.157
0.18,0.158
0.18,0.157
0.179,0.157
0.179,0.157
0.179,0.158
0.179,0.158
0.178,0.157
0.178,0.157
0.178,0.157
0.178,0.157
0.178,0.158
0.178,0.157
0.177,0.157
0.177,0.157
0.177,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.159
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.176,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.157
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.175,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.159
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.159
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.158
0.174,0.159
0.174,0.158
0.174,0.159
0.174,0.158
0.173,0.158
0.173,0.159
0.172,0.159
0.172,0.16
0.171,0.16
0.17,0.16
0.169,0.161
0.169,0.161
0.168,0.162
0.168,0.162
0.168,0.163
0.167,0.163
0.165,0.164
0.165,0.164
0.164,0.165
0.164,0.166
0.165,0.166
0.166,0.166
0.166,0.165
0.162,0.167
0.165,0.166
0.16,0.168
0.163,0.169
0.166,0.167
0.167,0.166
0.168,0.165
0.169,0.165
0.169,0.164
0.169,0.165
0.17,0.165
0.17,0.164
0.17,0.164
0.169,0.165
0.168,0.165
0.169,0.165
0.169,0.165
0.167,0.166
0.169,0.165
0.171,0.164
0.172,0.164
0.172,0.163
0.171,0.164
0.171,0.164
0.172,0.163
0.173,0.163
0.173,0.163
0.174,0.162
0.174,0.162
0.175,0.162
0.175,0.161
0.176,0.161
0.176,0.161
0.176,0.161
0.176,0.16
0.177,0.16
0.177,0.159
0.177,0.159
0.178,0.159
0.178,0.159
0.178,0.159
0.178,0.158
0.178,0.158
0.178,0.158
0.178,0.159
0.177,0.158
0.177,0.158
0.177,0.158
0.177,0.159
0.176,0.159
0.176,0.159
0.176,0.159
0.175,0.159
0.175,0.16
0.175,0.159
0.175,0.16
0.175,0.16
0.175,0.159
0.175,0.16
0.175,0.16
0.175,0.16
0.175,0.16
0.175,0.159
0.175,0.16
0.175,0.16
0.175,0.16
0.175,0.159
0.175,0.16
0.175,0.16
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.158
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.158
0.175,0.158
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.159
0.175,0.158
0.176,0.158
0.176,0.158
0.176,0.159
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.175,0.158
0.176,0.158
0.176,0.158
0.176,0.157
0.175,0.157
0.175,0.158
0.175,0.158
0.174,0.158
0.174,0.158
0.174,0.159
0.173,0.159
0.172,0.159
0.172,0.159
0.172,0.16
0.171,0.16
0.17,0.161
0.17,0.161
0.169,0.161
0.168,0.162
0.168,0.162
0.168,0.163
0.167,0.164
0.166,0.164
0.163,0.165
0.162,0.166
0.161,0.167
0.161,0.167
0.159,0.169
0.159,0.17
0.161,0.17
0.164,0.169
0.165,0.168
0.165,0.167
0.17,0.167
0.172,0.165
0.173,0.165
0.174,0.163
0.174,0.162
0.175,0.163
0.173,0.162
0.173,0.163
0.172,0.162
0.172,0.163
0.166,0.163
0.166,0.165
0.167,0.165
0.168,0.166
0.17,0.166
0.171,0.165
0.172,0.165
0.173,0.165
0.173,0.165
0.174,0.163
0.174,0.163
0.175,0.163
0.175,0.161
0.176,0.161
0.177,0.161
0.177,0.161
0.178,0.16
0.178,0.16
0.177,0.16
0.177,0.159
0.177,0.159
0.177,0.159
0.177,0.157
0.178,0.16
0.177,0.159
0.177,0.159
0.177,0.159
0.177,0.158
0.176,0.158
0.176,0.156
0.176,0.157
0.176,0.157
0.175,0.157
0.176,0.16
0.176,0.159
0.175,0.159
0.175,0.158
0.174,0.157
0.175,0.159
0.175,0.158
0.175,0.159
0.174,0.158
0.173,0.156
0.174,0.158
0.175,0.16
0.173,0.157
0.174,0.158
0.173,0.157
0.174,0.159
0.174,0.159
0.173,0.158
0.173,0.157
0.173,0.158
0.173,0.157
0.173,0.159
0.173,0.158
0.173,0.158
0.173,0.157
0.173,0.158
0.173,0.159
0.173,0.158
0.173,0.159
0.173,0.16
0.172,0.157
0.173,0.158
0.172,0.158
0.173,0.158
0.172,0.157
0.173,0.159
0.172,0.156
0.172,0.157
0.172,0.158
0.173,0.158
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.158
0.172,0.157
0.172,0.157
0.172,0.159
0.172,0.158
0.173,0.159
0.172,0.158
0.172,0.159
0.172,0.157
0.172,0.157
0.172,0.158
0.171,0.157
0.172,0.158
0.172,0.159
0.172,0.158
0.171,0.157
0.172,0.159
0.172,0.158
0.172,0.159
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.158
0.172,0.159
0.172,0.158
0.172,0.159
0.172,0.159
0.171,0.16
0.171,0.158
0.171,0.16
0.17,0.16
0.17,0.161
0.17,0.161
0.169,0.161
0.168,0.16
0.169,0.163
0.169,0.163
0.167,0.162
0.167,0.161
0.167,0.164
0.164,0.165
0.164,0.165
0.163,0.165
0.164,0.167
0.162,0.168
0.16,0.166
0.162,0.168
0.165,0.167
0.166,0.166
0.166,0.166
0.166,0.167
0.166,0.166
0.167,0.166
0.166,0.167
0.166,0.166
0.165,0.167
0.166,0.168
0.164,0.166
0.166,0.168
0.168,0.166
0.169,0.167
0.167,0.167
0.166,0.167
0.167,0.168
0.166,0.168
0.169,0.167
0.171,0.167
0.171,0.166
0.172,0.166
0.171,0.164
0.171,0.165
0.171,0.165
0.171,0.165
0.171,0.164
0.172,0.165
0.172,0.163
0.173,0.165
0.173,0.163
0.173,0.162
0.174,0.163
0.175,0.164
0.175,0.162
0.175,0.161
0.176,0.16
0.176,0.16
0.176,0.159
0.178,0.161
0.177,0.159
0.176,0.158
0.177,0.159
0.177,0.159
0.177,0.159
0.177,0.16
0.176,0.159
0.176,0.159
0.176,0.159
0.176,0.16
0.175,0.159
0.175,0.159
0.175,0.158
0.175,0.16
0.175,0.159
0.174,0.158
0.175,0.16
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.16
0.174,0.158
0.173,0.158
0.174,0.158
0.173,0.157
0.174,0.161
0.174,0.16
0.174,0.159
0.173,0.159
0.173,0.158
0.174,0.16
0.174,0.16
0.173,0.158
0.173,0.159
0.173,0.158
0.173,0.159
0.174,0.16
0.173,0.159
0.173,0.16
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.172,0.157
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.172,0.158
0.173,0.158
0.173,0.16
0.173,0.158
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.172,0.158
0.173,0.161
0.172,0.158
0.173,0.159
0.173,0.159
0.173,0.16
0.173,0.159
0.172,0.158
0.172,0.158
0.173,0.16
0.173,0.159
0.172,0.158
0.173,0.16
0.172,0.159
0.172,0.158
0.173,0.159
0.172,0.159
0.172,0.159
0.172,0.159
0.172,0.158
0.172,0.158
0.172,0.159
0.172,0.159
0.171,0.159
0.171,0.158
0.171,0.161
0.169,0.159
0.17,0.161
0.169,0.16
0.169,0.16
0.169,0.16
0.169,0.16
0.168,0.161
0.168,0.162
0.167,0.163
0.166,0.163
0.165,0.164
0.164,0.165
0.163,0.164
0.162,0.166
0.159,0.167
0.159,0.168
0.158,0.168
0.157,0.168
0.159,0.171
0.16,0.172
0.161,0.17
0.162,0.169
0.163,0.169
0.164,0.169
0.165,0.169
0.165,0.169
0.164,0.168
0.165,0.167
0.166,0.166
0.167,0.167
0.166,0.167
0.168,0.168
0.169,0.167
0.168,0.165
0.169,0.167
0.169,0.166
0.171,0.167
,
,
,
,
,
,
,
,
,
,
,
0.17,0.158
0.174,0.16
0.175,0.16
0.176,0.16
0.176,0.16
0.177,0.161
0.177,0.161
0.177,0.16
0.177,0.16
0.177,0.159
0.177,0.159
0.177,0.16
0.176,0.16
0.176,0.159
0.176,0.16
0.176,0.159
0.175,0.159
0.176,0.16
0.175,0.16
0.175,0.161
0.175,0.16
0.175,0.16
0.174,0.158
0.175,0.16
0.174,0.16
0.175,0.161
0.174,0.16
0.174,0.16
0.174,0.16
0.174,0.16
0.174,0.159
0.174,0.16
0.174,0.159
0.174,0.16
0.174,0.159
0.174,0.159
0.174,0.16
0.174,0.159
0.174,0.16
0.174,0.16
0.174,0.16
0.174,0.16
0.174,0.159
0.174,0.161
0.174,0.16
0.174,0.16
0.173,0.159
0.173,0.16
0.173,0.159
0.173,0.159
0.173,0.158
0.174,0.16
0.174,0.16
0.173,0.157
0.174,0.161
0.174,0.16
0.174,0.16
0.173,0.159
0.174,0.16
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.159
0.174,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.173,0.159
0.174,0.16
0.173,0.159
0.173,0.159
0.173,0.16
0.173,0.16
0.173,0.158
0.173,0.159
0.173,0.158
0.173,0.159
0.173,0.159
0.173,0.16
0.173,0.159
